id,latitude,longitude,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
3376999,40.66910533,-73.94823512,95,10,9,10,10,9,9,2.45
16932674,40.69779685,-73.91677152,93,10,9,9,9,9,10,2.46
18175644,40.7693518,-73.89454669,98,10,10,10,10,9,10,2.46
14670685,40.68567729,-73.95165794,93,10,10,9,10,9,10,2.47
12677629,40.67952463,-74.00960609,95,10,9,10,10,9,10,2.47
12223866,40.68882057,-73.95969417,99,10,10,10,10,9,10,2.47
1195198,40.68646582,-73.95908885,97,10,10,10,10,9,10,2.48
11656750,40.81830155,-73.91937953,95,10,10,10,10,9,10,2.49
10038776,40.75164289,-73.87643939,92,10,10,10,10,9,9,2.5
18369887,40.81359725,-73.93605794,96,10,10,10,10,9,10,2.5
2985678,40.65840822,-73.99663663,97,10,10,10,10,9,10,2.5
19786915,40.65765526,-73.72837504,100,10,9,9,10,9,9,2.5
11319227,40.86760613,-73.92717948,93,10,9,10,10,9,9,2.51
18455236,40.70293566,-73.94151643,93,10,9,10,10,9,10,2.52
13319332,40.69344821,-73.96229058,93,10,10,9,10,9,10,2.53
11422056,40.74159718,-73.90684495,93,10,10,9,10,9,9,2.53
4801311,40.71372146,-73.99244679,98,10,10,10,10,9,9,2.53
15745537,40.68914978,-73.95245405,99,10,10,10,10,9,10,2.53
9716234,40.59872326,-73.95429471,96,10,10,10,10,9,10,2.55
14202489,40.66190981,-73.94702749,94,10,9,10,10,9,10,2.56
4227161,40.68542277,-73.95183896,94,10,9,10,10,9,9,2.56
199312,40.71136574,-73.9436216,97,10,9,10,10,9,10,2.56
13700298,40.83619343,-73.94098612,97,10,10,10,10,9,10,2.56
7415905,40.68460171,-73.94478298,99,10,10,10,10,9,10,2.57
6103774,40.79842247,-73.93549238,96,10,10,10,10,9,10,2.58
18916415,40.74792446,-73.98696351,98,10,10,10,10,9,9,2.58
13247203,40.81638928,-73.93860347,98,10,10,10,10,9,10,2.59
983625,40.80420601,-73.94301854,93,10,9,10,10,9,9,2.6
9291783,40.68618137,-73.99931417,96,10,10,10,10,9,9,2.6
4003515,40.70590896,-73.89263554,99,10,10,10,10,9,10,2.6
13978036,40.69646761,-73.92474254,93,10,10,10,10,9,9,2.61
4339924,40.69889855,-73.92904439,96,10,10,10,10,9,9,2.61
4469264,40.71155644,-73.95826203,98,10,10,10,10,9,10,2.61
13939419,40.79914038,-73.95159006,97,10,10,10,10,9,10,2.62
12153428,40.67408777,-73.92606952,95,10,10,10,10,9,10,2.63
19154276,40.72506532,-73.97666625,97,10,10,10,10,9,10,2.63
20034806,40.71557908,-73.96170981,93,10,9,10,9,9,9,2.65
8419216,40.76487263,-73.92167223,93,10,9,10,10,9,9,2.65
11575101,40.69548872,-73.92248899,93,10,9,10,10,9,9,2.66
4859407,40.67079432,-73.9908316,94,10,10,10,10,9,9,2.66
16544552,40.72310031,-73.94054249,97,10,10,10,10,9,10,2.66
13168419,40.69447178,-73.94516351,98,10,10,10,10,9,10,2.66
12600938,40.8011825,-73.9451316,97,10,10,10,10,9,10,2.67
4188351,40.69388803,-73.93058089,96,10,10,10,10,9,9,2.68
15647980,40.68774155,-73.8593006,98,10,10,10,10,9,10,2.68
8444555,40.77371721,-73.91450245,92,10,10,10,9,9,9,2.7
3712330,40.68958189,-73.91261632,95,10,10,10,10,9,9,2.7
16692402,40.68886141,-73.91906259,99,10,10,10,10,9,10,2.7
17269114,40.7364291,-73.95494503,98,10,10,10,10,9,10,2.71
15735286,40.73641722,-73.86432339,91,10,9,10,10,9,10,2.72
19733889,40.82663891,-73.9497848,85,10,9,10,10,9,9,2.73
2725385,40.70939901,-73.95758579,93,10,9,10,10,9,9,2.73
9230523,40.65689742,-73.95703063,95,10,10,10,10,9,9,2.73
19170106,40.766514,-73.81075209,100,10,10,10,10,9,10,2.73
12857265,40.8085152,-73.94078061,90,10,10,9,9,9,9,2.74
9260415,40.86617344,-73.84800324,96,10,10,10,10,9,10,2.75
15867248,40.78600346,-73.9457119,99,10,10,10,10,9,10,2.75
14660126,40.72573325,-73.98144451,92,10,9,10,9,9,9,2.76
12233692,40.66945674,-73.95306349,94,10,10,10,10,9,10,2.76
17095846,40.692404,-73.93485469,95,10,10,10,10,9,10,2.76
1467106,40.69301228,-73.94551302,95,10,9,10,10,9,9,2.76
1654301,40.71189685,-73.99638182,95,10,10,10,10,9,10,2.76
7771351,40.84423498,-73.83601896,97,10,10,10,10,9,10,2.76
19569728,40.69517827,-73.95046917,93,10,10,10,10,9,9,2.77
3531681,40.7965868,-73.94841796,97,10,10,10,10,9,10,2.77
756767,40.72106248,-73.97907732,95,10,9,10,10,9,10,2.78
13082788,40.69125632,-73.94375947,97,10,10,10,10,9,10,2.78
2188204,40.67891506,-73.95156115,98,10,10,10,10,9,10,2.78
19943515,40.69174645,-73.90296142,87,10,7,10,10,9,10,2.79
10086969,40.67321722,-73.94690159,95,10,9,10,9,9,10,2.79
6540907,40.68626015,-73.97138356,92,10,10,10,10,9,9,2.8
11604005,40.67852672,-74.00962929,96,10,10,10,10,9,10,2.8
6360639,40.70364738,-73.90351004,96,10,9,10,10,9,10,2.82
9433088,40.70850645,-73.94243664,94,10,9,10,10,9,9,2.84
17027468,40.81338673,-73.96018391,95,10,10,10,10,9,10,2.84
15839869,40.59376428,-73.79995534,96,10,10,10,10,9,9,2.84
9434105,40.79733026,-73.93988002,99,10,10,10,10,9,10,2.84
5491803,40.80668018,-73.94233415,95,10,10,10,10,9,9,2.86
4787527,40.79637386,-73.93371289,98,10,10,10,10,9,10,2.86
15190865,40.70777754,-73.9488362,98,10,10,10,10,9,10,2.88
10054070,40.75398456,-73.93497838,91,10,9,10,10,9,9,2.89
17495819,40.85337502,-73.93231987,100,10,10,10,10,9,10,2.89
17362069,40.65937643,-73.94355188,93,10,10,10,9,9,10,2.9
6237974,40.6820016,-73.92245979,97,10,10,10,10,9,10,2.9
16533954,40.67672634,-73.95311048,98,10,10,10,10,9,9,2.9
1881556,40.68413082,-73.92693494,95,10,10,10,10,9,10,2.91
8504873,40.72980369,-73.97910341,96,10,10,10,10,9,10,2.91
11361106,40.66234316,-73.99811478,98,10,10,10,10,9,10,2.91
16086086,40.81722745,-73.93615458,95,10,10,10,10,9,10,2.92
19197632,40.74740533,-73.8814898,100,10,9,10,10,9,9,2.92
15844782,40.65815471,-73.98171868,97,10,10,10,10,9,10,2.93
4070025,40.70451637,-73.98582794,97,10,10,10,10,9,9,2.93
12386579,40.87132947,-73.91562423,97,10,10,10,10,9,9,2.93
16349381,40.6816302,-73.92848276,98,10,9,10,10,9,10,2.93
16400914,40.70549442,-73.94325568,98,10,10,10,10,9,10,2.93
9378184,40.69665577,-73.95844042,98,10,10,10,10,9,10,2.94
17497867,40.70772172,-73.94125632,90,10,8,10,10,9,9,2.95
18270109,40.70457222,-73.91602956,91,10,10,10,10,9,9,2.95
6180121,40.82121923,-73.92772939,96,10,10,10,10,9,10,2.95
16254609,40.59153439,-73.79166459,91,10,10,9,10,9,9,2.96
15508132,40.68768797,-73.96603968,92,10,10,10,10,9,9,2.96
18933100,40.68015716,-73.94133834,91,10,9,10,10,9,9,2.97
2739112,40.70826184,-73.9486953,97,10,10,10,10,9,10,2.98
13183816,40.69068169,-73.91418424,98,10,10,10,10,9,10,2.98
518960,40.82823066,-73.94691479,95,10,10,10,10,9,10,2.99
16285996,40.6839312,-73.94966639,99,10,10,10,10,9,10,2.99
20031768,40.75954722,-73.9335966,87,10,8,10,10,9,9,3
18086664,40.67358088,-73.93501508,93,10,7,10,10,9,8,3
7321292,40.73541708,-73.99353933,40,2,8,4,6,10,8,0.04
9345523,40.72280381,-73.98352239,20,2,2,8,6,10,2,0.05
7798489,40.71981725,-73.99107275,60,4,4,8,10,10,8,0.04
4663804,40.76793474,-73.98816748,60,4,6,10,10,10,4,0.04
9844047,40.64689443,-73.97445811,40,4,2,10,10,10,8,0.05
10035098,40.77844998,-73.97985166,80,4,8,10,10,10,8,0.05
6421335,40.71488746,-73.99168199,80,6,8,10,10,10,10,0.04
9811997,40.72719857,-73.98670821,80,6,10,10,10,10,6,0.05
2144319,40.67176667,-73.9522056,80,8,8,10,10,10,10,0.02
2141635,40.72356336,-74.00304629,80,8,8,10,10,10,8,0.02
518566,40.77108169,-73.95967242,80,8,6,8,8,10,8,0.02
2397441,40.71210177,-73.9438416,86,8,8,10,8,10,8,0.02
4624070,40.7154663,-73.95118429,60,8,2,10,10,10,8,0.04
668400,40.86185515,-73.92701482,60,8,4,10,10,10,6,0.04
7699542,40.76101554,-73.9612352,80,8,8,10,10,10,8,0.04
6805513,40.76279298,-73.92619511,80,8,6,10,10,10,8,0.04
57740,40.73011592,-73.99052581,93,8,9,10,10,10,9,0.04
6741094,40.74797903,-73.98139918,100,8,10,10,10,10,10,0.04
7124926,40.68841784,-73.9725378,80,8,6,10,10,10,8,0.05
10033879,40.70739428,-73.9424714,80,8,8,10,10,10,10,0.05
6121290,40.84995821,-73.93813084,80,8,6,10,10,10,8,0.05
3563047,40.72673955,-74.00304734,83,8,8,9,9,10,9,2.22
16543032,40.74066869,-74.00013455,84,8,7,9,9,10,9,2.39
14843394,40.76768102,-73.98433714,80,8,8,9,9,10,8,2.55
18931595,40.80214343,-73.95657963,83,8,8,10,9,10,8,2.61
16652830,40.7640806,-73.99130383,82,8,8,8,8,10,9,2.83
18399865,40.7268116,-73.98400893,83,8,7,9,9,10,8,3
1299549,40.60330884,-73.95779187,90,9,8,10,10,10,10,0.04
83081,40.72981119,-73.95094259,93,9,8,7,10,10,9,0.04
2136200,40.72883669,-73.99045875,100,9,10,10,10,10,9,0.04
2203154,40.73087245,-73.98713318,80,9,7,9,10,10,8,0.05
2838335,40.76310624,-73.92921703,90,9,9,10,10,10,10,0.05
671022,40.72307581,-73.83964043,93,9,9,9,10,10,10,0.05
2536263,40.69364498,-73.9400038,96,9,10,10,9,10,9,0.05
3504289,40.73877165,-73.9817092,96,9,8,10,10,10,10,0.05
8535434,40.72792169,-74.0032275,92,9,9,10,10,10,9,2.03
18891018,40.75043901,-73.99819678,97,9,8,10,10,10,9,2.05
3498038,40.7283893,-74.00089861,89,9,8,10,10,10,9,2.06
17764327,40.76510603,-73.98724665,91,9,9,10,9,10,9,2.06
204598,40.72522185,-74.00233899,93,9,9,10,10,10,9,2.08
799836,40.74319236,-74.00232512,89,9,9,8,8,10,9,2.09
15788373,40.67269468,-73.95444017,92,9,9,10,10,10,9,2.09
13530399,40.74365439,-73.91691317,95,9,10,10,10,10,9,2.09
509989,40.64228649,-73.96547571,96,9,9,10,10,10,9,2.1
18415094,40.71465972,-73.96279343,93,9,9,10,10,10,10,2.13
15890547,40.72311063,-73.94110481,93,9,9,10,10,10,9,2.14
10984016,40.67913381,-73.98139458,93,9,9,10,9,10,9,2.2
926020,40.73585976,-74.00727194,87,9,8,10,10,10,9,2.23
16560007,40.76523083,-73.9764156,92,9,9,9,9,10,9,2.24
319724,40.71394114,-73.96267051,93,9,8,10,10,10,9,2.24
1069266,40.75782794,-73.96383123,90,9,8,10,10,10,9,2.26
11591546,40.74485467,-73.98468355,93,9,9,10,10,10,9,2.26
9712126,40.73303845,-73.98429514,95,9,10,10,10,10,9,2.26
17604305,40.76234424,-73.98835025,85,9,9,9,8,10,9,2.28
1212045,40.69876684,-73.98961375,92,9,9,10,10,10,9,2.28
14840260,40.76277317,-73.99328805,91,9,9,10,10,10,9,2.29
3216335,40.68193114,-73.97635654,93,9,9,10,10,10,9,2.29
18270023,40.71230711,-73.94366513,93,9,9,9,10,10,9,2.29
11504516,40.7259307,-74.00079616,85,9,8,9,9,10,8,2.3
11015593,40.7477802,-73.98716242,87,9,9,9,9,10,9,2.3
17029206,40.77200461,-73.98252754,91,9,9,10,9,10,9,2.3
17117146,40.76184839,-73.96141221,83,9,9,9,9,10,9,2.31
19014069,40.71843864,-73.99200151,90,9,9,9,9,10,10,2.31
18987899,40.68181651,-73.96738766,96,9,10,10,10,10,10,2.31
2105618,40.74318246,-73.99622865,87,9,8,9,9,10,9,2.32
15535918,40.72811808,-73.97966652,90,9,9,9,10,10,9,2.33
941642,40.76662191,-73.99302313,91,9,9,9,9,10,9,2.33
10654319,40.76124182,-73.96761549,90,9,9,9,10,10,9,2.34
1935502,40.74171096,-73.95445391,92,9,9,10,10,10,9,2.35
14359772,40.68786614,-73.95332374,96,9,10,10,10,10,9,2.35
15216398,40.71622372,-73.94273209,95,9,9,10,10,10,10,2.36
360400,40.74553429,-73.98942588,93,9,9,10,10,10,9,2.37
18565097,40.70556269,-73.92891915,96,9,10,10,10,10,9,2.37
16194815,40.818163,-73.94544455,92,9,9,10,10,10,9,2.39
14430876,40.74759154,-73.98900306,92,9,10,10,10,10,9,2.41
18151577,40.6802193,-73.95406138,94,9,9,9,10,10,9,2.41
15992206,40.73427945,-73.99612222,97,9,10,10,10,10,10,2.41
17813764,40.57583894,-73.96840656,92,9,10,10,9,10,9,2.42
14944166,40.7599206,-73.98738725,92,9,9,10,10,10,9,2.42
16468692,40.70506746,-73.985185,97,9,10,10,10,10,10,2.43
19767472,40.70624924,-73.83579288,85,9,9,10,10,10,8,2.45
18269478,40.72235597,-73.98363395,91,9,9,10,10,10,8,2.46
12053021,40.72899029,-73.98669673,87,9,9,9,9,10,9,2.47
11459958,40.71213496,-73.95653702,95,9,10,10,10,10,9,2.51
107630,40.72910688,-73.95492736,94,9,9,10,10,10,9,2.54
19071061,40.75735026,-73.98486455,90,9,10,10,10,10,10,2.55
11377330,40.762307,-73.98820368,92,9,9,9,10,10,9,2.55
16201781,40.78091492,-73.97530137,91,9,10,10,9,10,9,2.56
2011942,40.73848671,-74.00199625,88,9,9,9,9,10,9,2.57
18221952,40.77751104,-73.90902311,93,9,10,10,10,10,9,2.57
17139605,40.74598148,-73.99463945,86,9,9,10,10,10,8,2.59
4308612,40.76502028,-73.98932016,88,9,8,10,10,10,9,2.59
9807848,40.71065178,-73.9630198,94,9,9,10,10,10,9,2.6
14295171,40.72921393,-74.00101216,94,9,9,10,10,10,9,2.6
19057149,40.75785029,-73.99202514,93,9,10,10,10,10,10,2.61
1045491,40.71454097,-73.95070233,93,9,9,10,9,10,9,2.63
5918653,40.73703734,-73.99519543,88,9,9,10,9,10,9,2.64
4774496,40.77791892,-73.95389674,91,9,9,10,10,10,9,2.65
4956469,40.75830163,-73.77231548,96,9,10,10,10,10,9,2.65
683518,40.72944589,-73.98257662,90,9,9,9,10,10,9,2.67
7515787,40.70499243,-74.01532705,89,9,8,9,9,10,9,2.7
6238781,40.75695231,-73.99005383,86,9,8,10,10,10,9,2.72
660812,40.73088269,-73.95734873,89,9,9,9,9,10,9,2.72
11292338,40.80111058,-73.95548443,90,9,9,9,9,10,9,2.72
16440192,40.74837011,-73.99638542,90,9,9,10,10,10,9,2.73
4564695,40.72081638,-73.98952266,91,9,9,10,9,10,9,2.74
14332210,40.78254859,-73.95122682,95,9,10,10,10,10,9,2.74
14522699,40.73998223,-73.98590596,92,9,10,10,10,10,10,2.77
18560301,40.72305312,-73.9951924,96,9,10,9,9,10,10,2.77
17476104,40.71441527,-73.95665774,93,9,9,10,10,10,9,2.78
11970778,40.73164341,-73.95322565,89,9,9,10,9,10,9,2.79
2487848,40.71116323,-73.96077618,92,9,9,10,10,10,9,2.8
17135432,40.71656065,-73.95635809,93,9,9,9,9,10,9,2.8
9904223,40.7612748,-73.97208891,90,9,9,9,9,10,9,2.82
6132757,40.68300724,-73.96374997,91,9,9,10,10,10,9,2.82
11511603,40.72631444,-73.99276017,89,9,9,9,9,10,9,2.83
17531493,40.79917378,-73.96765185,92,9,10,10,10,10,9,2.83
9453653,40.71212843,-73.95658726,96,9,10,10,10,10,9,2.85
16003303,40.75968161,-73.99250538,88,9,8,9,9,10,9,2.87
12188768,40.76592873,-73.97826668,89,9,9,10,9,10,9,2.88
18810731,40.79742199,-73.96157409,90,9,9,10,10,10,9,2.88
2012104,40.81615263,-73.9615636,92,9,8,9,10,10,9,2.88
14570670,40.77581618,-73.9791337,93,9,8,10,10,10,10,2.91
16133477,40.73607187,-73.99027265,95,9,10,10,9,10,10,2.91
17838439,40.78567081,-73.97427105,91,9,9,10,9,10,9,2.93
7269771,40.73050468,-73.98043185,84,9,9,9,9,10,8,2.96
18895382,40.78721713,-73.95203084,87,9,8,10,10,10,10,2.97
5534747,40.79334911,-73.97224405,89,9,9,10,10,10,9,2.97
6045552,40.73049831,-73.98431555,91,9,9,10,10,10,9,2.99
20183883,40.76335667,-73.98645995,87,9,10,10,9,10,9,3
19385839,40.76611542,-73.98903992,87,9,7,10,9,10,8,3
10482554,40.74973359,-73.99515077,91,9,9,10,10,10,9,3
17632840,40.57582116,-73.98575755,92,9,10,10,9,10,9,3
6329973,40.75730899,-73.98479082,93,9,9,10,10,10,9,3
229874,40.66293194,-73.9983289,100,10,10,10,10,10,10,0.01
804861,40.68468384,-73.96226474,100,10,10,10,10,10,10,0.02
290123,40.73988316,-73.99926763,100,10,10,10,10,10,10,0.02
2060275,40.80796786,-73.93685905,100,10,10,10,10,10,10,0.02
1778676,40.83606087,-73.94401959,100,10,10,10,10,10,10,0.02
4479556,40.74681152,-73.94586352,80,10,8,10,10,10,10,0.03
4494705,40.65187791,-74.00610893,100,10,10,10,10,10,10,0.03
3323247,40.66271837,-73.98077873,100,10,10,10,10,10,10,0.03
5579147,40.66419512,-73.98435206,100,10,10,10,10,10,10,0.03
4846877,40.67277858,-73.95688045,100,10,8,10,10,10,10,0.03
594521,40.68554288,-73.98590509,100,10,10,10,10,10,10,0.03
3797183,40.68558162,-73.98149657,100,10,10,10,10,10,10,0.03
4933727,40.68739989,-73.98568722,100,10,10,10,10,10,10,0.03
5038299,40.68752453,-73.97950035,100,10,10,10,10,10,10,0.03
796217,40.69272012,-73.97235133,100,10,10,10,10,10,10,0.03
5359410,40.69830409,-73.92606855,100,10,8,10,10,10,10,0.03
385657,40.70400082,-73.93285123,100,10,10,9,10,10,10,0.03
5719058,40.71085978,-73.94609973,100,10,10,10,10,10,10,0.03
4546721,40.71171131,-73.94574904,100,10,10,6,10,10,10,0.03
4294640,40.71613414,-73.95335788,100,10,10,10,10,10,10,0.03
4796592,40.72805728,-73.95601114,100,10,10,10,10,10,10,0.03
3895289,40.7282948,-73.95353729,100,10,10,10,10,10,10,0.03
5084887,40.72949628,-73.98398257,100,10,10,10,10,10,10,0.03
2804989,40.74405032,-73.91502418,100,10,10,10,10,10,10,0.03
4375146,40.76575491,-73.92091916,100,10,10,10,10,10,10,0.03
5213963,40.80302116,-73.93476043,100,10,10,10,10,10,10,0.03
2804557,40.8050404,-73.96454176,100,10,10,10,10,10,10,0.03
1390964,40.80925167,-73.91752796,100,10,10,10,10,10,10,0.03
4862476,40.81676898,-73.95669426,100,10,10,10,10,10,10,0.03
6316666,40.67173278,-73.97724329,60,10,10,6,10,10,8,0.04
8032689,40.67874,-73.96841962,80,10,6,10,10,10,10,0.04
6388047,40.68098395,-73.95108239,80,10,10,10,10,10,8,0.04
7094619,40.74489717,-73.97959228,80,10,10,10,8,10,10,0.04
7434420,40.74981282,-73.97860409,80,10,10,10,10,10,8,0.04
3093104,40.85768367,-73.92677559,80,10,10,10,10,10,10,0.04
47370,40.74030591,-73.99998757,90,10,10,10,10,10,10,0.04
120945,40.71413879,-73.94979442,97,10,10,10,10,10,9,0.04
532398,40.77073273,-73.95900253,97,10,9,10,10,10,10,0.04
1292553,40.68701074,-73.98421952,99,10,10,9,10,10,10,0.04
6967861,40.62084307,-74.03738723,100,10,10,10,10,10,10,0.04
6015754,40.63675521,-73.96713306,100,10,10,10,10,10,10,0.04
6104951,40.64684723,-73.94999704,100,10,10,10,10,10,10,0.04
8548407,40.66539423,-73.92919225,100,10,10,10,10,10,10,0.04
6451892,40.66682655,-73.99308385,100,10,10,10,10,10,10,0.04
6356359,40.67193784,-73.9724709,100,10,10,8,10,10,10,0.04
6622389,40.67370465,-73.9591275,100,10,10,10,10,10,10,0.04
1349187,40.67421108,-73.95039572,100,10,10,10,10,10,10,0.04
3971534,40.67845166,-73.99982675,100,10,10,10,10,10,10,0.04
2569108,40.68238984,-73.93808205,100,10,10,10,10,10,10,0.04
1171021,40.68340056,-73.95614036,100,10,10,10,10,10,10,0.04
6690696,40.68623336,-73.96754536,100,10,10,8,10,10,10,0.04
6638377,40.68710889,-73.97469628,100,10,10,10,10,10,10,0.04
6302460,40.68728158,-73.94103926,100,10,8,10,10,10,10,0.04
188803,40.68882068,-73.97630801,100,10,10,10,10,10,10,0.04
6908603,40.68955728,-73.95890479,100,10,10,10,10,10,10,0.04
8030123,40.68972534,-73.98562581,100,10,10,10,10,10,10,0.04
8408768,40.69367593,-73.97320653,100,10,10,10,10,10,10,0.04
6420850,40.69435305,-73.93294248,100,10,8,10,10,10,10,0.04
8443516,40.69785271,-73.91238064,100,10,10,10,10,10,10,0.04
3354367,40.69846472,-73.99312097,100,10,8,10,10,10,8,0.04
6501271,40.70493221,-74.00859833,100,10,10,10,10,10,10,0.04
4501609,40.71061483,-74.00998128,100,10,10,10,10,10,8,0.04
6644449,40.71082273,-73.94275659,100,10,10,10,10,10,10,0.04
6539114,40.711454,-73.9530231,100,10,10,10,10,10,10,0.04
9095082,40.71292048,-73.99018255,100,10,10,10,10,10,10,0.04
8762969,40.71318708,-73.9926537,100,10,10,10,10,10,10,0.04
2189119,40.71344609,-74.00550858,100,10,10,10,10,10,10,0.04
9037702,40.71434355,-73.99341774,100,10,10,10,10,10,10,0.04
4809457,40.71474296,-73.94538549,100,10,10,10,10,10,10,0.04
706347,40.7179565,-73.95439355,100,10,10,10,10,10,10,0.04
6911862,40.71892637,-73.96306112,100,10,10,10,10,10,10,0.04
1940780,40.72318297,-73.94930589,100,10,10,10,10,10,10,0.04
8335547,40.72341525,-73.98871449,100,10,10,10,8,10,10,0.04
6717076,40.72708754,-74.00035599,100,10,10,10,8,10,10,0.04
8236539,40.72783719,-73.94937389,100,10,10,10,10,10,10,0.04
1306966,40.72804848,-73.99871487,100,10,10,10,10,10,10,0.04
8825701,40.72922015,-73.95134233,100,10,10,10,10,10,10,0.04
1541129,40.72990617,-73.99859557,100,10,10,10,10,10,10,0.04
4452641,40.73003097,-73.99065794,100,10,10,10,10,10,10,0.04
820218,40.73131103,-73.98609197,100,10,10,10,10,10,10,0.04
6188022,40.73163147,-73.95434492,100,10,10,10,10,10,10,0.04
6748873,40.73168738,-73.95834053,100,10,10,10,10,10,8,0.04
8106902,40.73284136,-73.98510905,100,10,10,10,10,10,10,0.04
8311468,40.73469765,-73.95726788,100,10,10,10,10,10,10,0.04
7316104,40.73620292,-73.95691464,100,10,10,10,8,10,10,0.04
6364280,40.7370731,-74.005241,100,10,10,10,10,10,10,0.04
8568841,40.73716695,-73.99447301,100,10,10,10,10,10,10,0.04
7454585,40.74084699,-73.98153001,100,10,10,8,10,10,10,0.04
7867805,40.74085542,-73.98029702,100,10,10,10,10,10,10,0.04
6179500,40.74173609,-73.97877825,100,10,10,10,10,10,10,0.04
8845002,40.74197155,-74.00408595,100,10,10,10,10,10,8,0.04
7637047,40.74558794,-73.98325234,100,10,10,10,10,10,10,0.04
8368928,40.74716052,-73.97607113,100,10,10,10,10,10,10,0.04
1623431,40.75129945,-73.97239445,100,10,10,10,10,10,10,0.04
8427028,40.75547615,-73.99705784,100,10,10,10,10,10,10,0.04
7387919,40.76170536,-73.99477919,100,10,10,10,10,10,10,0.04
7815865,40.76387166,-73.98021177,100,10,10,10,8,10,8,0.04
7052402,40.76404139,-73.98080653,100,10,10,8,10,10,8,0.04
6185175,40.76518,-73.97860343,100,10,10,10,8,10,10,0.04
6869940,40.77199484,-73.93159184,100,10,10,10,10,10,10,0.04
6070899,40.77684302,-73.97978716,100,10,10,10,10,10,10,0.04
6373790,40.79744942,-73.96915521,100,10,10,10,10,10,10,0.04
7561686,40.82380823,-73.92724587,100,10,10,10,10,10,10,0.04
7574438,40.83450127,-73.9428216,100,10,10,10,10,10,10,0.04
7308924,40.83472894,-73.94479219,100,10,10,10,10,10,10,0.04
5298458,40.85341376,-73.93180761,100,10,10,10,10,10,10,0.04
7799893,40.63349093,-74.10059108,80,10,10,6,8,10,10,0.05
9387120,40.72313684,-73.98066166,80,10,8,8,10,10,8,0.05
9559239,40.72703814,-73.99954092,80,10,10,10,8,10,8,0.05
10133195,40.74156965,-73.88389068,80,10,6,10,8,10,8,0.05
9219588,40.75854767,-73.91020731,80,10,10,10,10,10,10,0.05
10272718,40.7859324,-73.94168746,80,10,6,10,10,10,10,0.05
9596551,40.79681609,-73.94876457,80,10,6,10,10,10,10,0.05
9911083,40.8152578,-73.95905425,80,10,4,8,10,10,8,0.05
3016623,40.81139382,-73.93886044,90,10,9,10,10,10,10,0.05
10340994,40.62317388,-74.0253474,100,10,10,10,10,10,10,0.05
9786021,40.63655333,-73.95423614,100,10,10,10,10,10,10,0.05
9545059,40.6586208,-73.95776735,100,10,10,6,10,10,10,0.05
6718383,40.66057643,-73.933834,100,10,10,10,10,10,10,0.05
10388543,40.6608812,-73.99118528,100,10,10,10,8,10,10,0.05
2816854,40.66377239,-73.98461419,100,10,10,10,10,10,10,0.05
9629672,40.6671286,-73.97732683,100,10,10,10,10,10,10,0.05
8808863,40.67423598,-73.97716771,100,10,10,10,10,10,10,0.05
8775324,40.67552746,-73.94194742,100,10,10,10,10,10,8,0.05
1617264,40.67615201,-73.94925604,100,10,10,10,10,10,10,0.05
3483278,40.6768455,-73.94588946,100,10,8,10,10,10,10,0.05
1559460,40.67802444,-73.99299819,100,10,10,10,10,10,10,0.05
9462694,40.68177176,-73.99392568,100,10,8,8,10,10,10,0.05
4795831,40.68880489,-73.98716989,100,10,10,10,10,10,10,0.05
7741661,40.69022297,-73.93817948,100,10,10,10,10,10,10,0.05
3737847,40.70009599,-73.91204122,100,10,10,10,10,10,10,0.05
7919303,40.70097801,-73.92673649,100,10,10,10,10,10,10,0.05
9902315,40.70264015,-73.92671695,100,10,10,10,10,10,10,0.05
10170115,40.7058051,-74.00810551,100,10,10,8,10,10,10,0.05
10499892,40.70999262,-73.95151945,100,10,10,10,10,10,10,0.05
9275200,40.71006786,-73.95676704,100,10,10,10,10,10,10,0.05
9063266,40.71255639,-73.95224234,100,10,10,10,10,10,10,0.05
10068269,40.71274484,-73.94513202,100,10,10,10,10,10,10,0.05
10062378,40.71496906,-73.99247792,100,10,10,10,10,10,10,0.05
10166986,40.71551771,-73.93868834,100,10,8,10,10,10,10,0.05
4745212,40.71717015,-73.95688116,100,10,10,10,10,10,10,0.05
9907257,40.71758563,-73.98419769,100,10,10,10,10,10,10,0.05
3095348,40.71769545,-73.94612036,100,10,9,10,10,10,9,0.05
9878369,40.71971615,-73.99631839,100,10,10,10,10,10,10,0.05
9978426,40.7243137,-73.98312336,100,10,10,10,10,10,10,0.05
10113787,40.72485256,-74.00253653,100,10,10,10,10,10,10,0.05
9874418,40.72514794,-73.93969957,100,10,10,10,10,10,10,0.05
8761013,40.72612717,-74.00825636,100,10,10,10,10,10,10,0.05
18361390,40.77826867,-73.97672591,100,10,10,10,10,10,9,2
12380704,40.77903375,-73.91935864,100,10,10,10,10,10,10,2
19960443,40.78170182,-73.94730995,100,10,10,10,10,10,10,2
18613550,40.78545727,-73.94117044,100,10,10,10,10,10,10,2
19586475,40.79674236,-73.93925806,100,10,10,10,10,10,10,2
19227532,40.79929322,-73.94605471,100,10,10,10,10,10,10,2
18970307,40.81410135,-73.96198532,100,10,10,10,10,10,10,2
10539779,40.72833897,-73.98048454,94,10,10,10,10,10,9,2.01
4157451,40.76805292,-73.95424279,97,10,10,10,10,10,10,2.01
